S,K,r,q,sigma,T,Call,Put,Forward,S2
95,80,0.1,0.05,0.3,1.5,23.52708005,4.24808696,102.3989943,9025
95,80,0.1,0.05,0.3,1.6,23.93636507,4.41181528,102.9122714,9025
95,80,0.1,0.05,0.3,1.7,24.32962348,4.564141794,103.4281213,9025
95,80,0.1,0.05,0.3,1.8,24.70777288,4.705927195,103.946557,9025
95,80,0.1,0.05,0.3,1.9,25.07163949,4.837941426,104.4675912,9025
95,80,0.1,0.05,0.3,2.0,25.42197055,4.960876086,104.9912372,9025
95,80,0.1,0.05,0.32,0.1,15.46450118,0.142302354,95.47618948,9025
95,80,0.1,0.05,0.32,0.4,17.82436514,1.56864631,96.9191273,9025
95,80,0.1,0.05,0.32,0.5,18.56382818,2.007740497,97.40493645,9025
95,80,0.1,0.05,0.32,0.9,21.13240196,3.427136007,99.37264669,9025
95,80,0.1,0.05,0.32,1.0,21.69308976,3.713287874,99.87075416,9025
95,80,0.1,0.05,0.32,1.3,23.22192313,4.448148586,101.3801073,9025
95,80,0.1,0.05,0.32,1.4,23.6868994,4.658145342,101.8882772,9025
95,80,0.1,0.05,0.32,1.5,24.13218326,4.853190173,102.3989943,9025
95,80,0.1,0.05,0.32,1.6,24.55906942,5.034519633,102.9122714,9025
95,80,0.1,0.05,0.32,1.7,24.96870624,5.203224553,103.4281213,9025
95,80,0.1,0.05,0.32,1.8,25.36211794,5.360272257,103.946557,9025
95,80,0.1,0.05,0.32,1.9,25.74022288,5.506524825,104.4675912,9025
95,80,0.1,0.05,0.32,2.0,26.10384863,5.642754167,104.9912372,9025
95,80,0.1,0.05,0.34,0.2,16.37608449,0.737244146,95.95476587,9025
95,80,0.1,0.05,0.34,0.7,20.3326174,3.191608451,98.38387234,9025
95,80,0.1,0.05,0.34,0.8,20.99007628,3.564387267,98.87702355,9025
95,80,0.1,0.05,0.34,0.9,21.61165441,3.906388462,99.37264669,9025
95,80,0.1,0.05,0.34,1.3,23.80157956,5.027805015,101.3801073,9025
95,80,0.1,0.05,0.34,1.4,24.28690227,5.258148206,101.8882772,9025
95,80,0.1,0.05,0.34,1.5,24.75104491,5.472051819,102.3989943,9025
95,80,0.1,0.05,0.34,1.6,25.19544838,5.670898588,102.9122714,9025
95,80,0.1,0.05,0.34,1.7,25.62138473,5.855903041,103.4281213,9025
95,80,0.1,0.05,0.34,1.8,26.02998403,6.028138347,103.946557,9025
95,80,0.1,0.05,0.34,1.9,26.42225611,6.188558052,104.4675912,9025
95,80,0.1,0.05,0.34,2.0,26.79910827,6.3380138,104.9912372,9025
95,80,0.1,0.05,0.36,0.0,15.0,0.0,95.0,9025
95,80,0.1,0.05,0.36,0.2,16.53160379,0.892763451,95.95476587,9025
95,80,0.1,0.05,0.36,0.6,20.02198982,3.170826816,97.89318073,9025
95,80,0.1,0.05,0.36,0.7,20.75822875,3.617219794,98.38387234,9025
95,80,0.1,0.05,0.36,0.8,21.45032942,4.024640407,98.87702355,9025
95,80,0.1,0.05,0.36,0.9,22.10310766,4.397841703,99.37264669,9025
95,80,0.1,0.05,0.36,1.2,23.86281663,5.348820872,100.8744719,9025
95,80,0.1,0.05,0.36,1.3,24.3928381,5.619063554,101.3801073,9025
95,80,0.1,0.05,0.36,1.4,24.898382,5.869627937,101.8882772,9025
95,80,0.1,0.05,0.36,1.5,25.38126497,6.102271885,102.3989943,9025
95,80,0.1,0.05,0.36,1.6,25.84307298,6.318523193,102.9122714,9025
95,80,0.1,0.05,0.36,1.7,26.28520084,6.519719147,103.4281213,9025
95,80,0.1,0.05,0.36,1.8,26.70888366,6.707037973,103.946557,9025
95,80,0.1,0.05,0.36,1.9,27.11522209,6.88152403,104.4675912,9025
95,80,0.1,0.05,0.36,2.0,27.50520262,7.044108153,104.9912372,9025
95,80,0.1,0.05,0.38,0.1,15.646696,0.32449718,95.47618948,9025
95,80,0.1,0.05,0.38,0.3,17.73322095,1.783229375,96.43574114,9025
95,80,0.1,0.05,0.38,0.4,18.69689609,2.441177256,96.9191273,9025
95,80,0.1,0.05,0.38,1.0,23.25054064,5.270738752,99.87075416,9025
95,80,0.1,0.05,0.38,1.1,23.86184523,5.612487003,100.3713584,9025
95,80,0.1,0.05,0.38,1.2,24.442018,5.928022244,100.8744719,9025
95,80,0.1,0.05,0.38,1.3,24.99375964,6.219985089,101.3801073,9025
95,80,0.1,0.05,0.38,1.4,25.5193769,6.490622839,101.8882772,9025
95,80,0.1,0.05,0.38,1.5,26.02085871,6.741865625,102.3989943,9025
95,80,0.1,0.05,0.38,1.6,26.49993498,6.975385189,102.9122714,9025
95,80,0.1,0.05,0.38,1.7,26.95812236,7.192640666,103.4281213,9025
95,80,0.1,0.05,0.38,1.8,27.39676029,7.394914605,103.946557,9025
95,80,0.1,0.05,0.38,1.9,27.81703963,7.583341568,104.4675912,9025
95,80,0.1,0.05,0.38,2.0,28.22002555,7.758931086,104.9912372,9025
95,80,0.1,0.05,0.4,0.0,15.0,0.0,95.0,9025
95,80,0.1,0.05,0.4,0.2,16.87574043,1.23690009,95.95476587,9025
95,80,0.1,0.05,0.4,0.6,20.82707594,3.975912944,97.89318073,9025
95,80,0.1,0.05,0.4,0.9,23.11551175,5.410245797,99.37264669,9025
95,80,0.1,0.05,0.4,1.1,24.42587067,6.176512439,100.3713584,9025
95,80,0.1,0.05,0.4,1.3,25.60272629,6.82895174,101.3801073,9025
95,80,0.1,0.05,0.4,1.4,26.14825065,7.119496595,101.8882772,9025
95,80,0.1,0.05,0.4,1.5,26.66817072,7.38917763,102.3989943,9025
95,80,0.1,0.05,0.4,1.6,27.16435927,7.639809483,102.9122714,9025
95,80,0.1,0.05,0.4,1.7,27.63845399,7.872972303,103.4281213,9025
95,80,0.1,0.05,0.4,1.8,28.09189797,8.090052283,103.946557,9025
95,80,0.1,0.05,0.4,1.9,28.52597171,8.292273652,104.4675912,9025
95,80,0.1,0.05,0.4,2.0,28.94181867,8.480724202,104.9912372,9025
95,80,0.1,0.05,0.42,0.1,15.81053225,0.488333426,95.47618948,9025
95,80,0.1,0.05,0.42,0.3,18.24763436,2.297642779,96.43574114,9025
95,80,0.1,0.05,0.42,0.6,21.24263973,4.391476729,97.89318073,9025
95,80,0.1,0.05,0.42,1.0,24.33486877,6.355066885,99.87075416,9025
95,80,0.1,0.05,0.42,1.3,26.21837741,7.444602859,101.3801073,9025
95,80,0.1,0.05,0.42,1.4,26.78362706,7.754873002,101.8882772,9025
95,80,0.1,0.05,0.42,1.5,27.3218085,8.042815415,102.3989943,9025
95,80,0.1,0.05,0.42,1.6,27.83493646,8.310386673,102.9122714,9025
95,80,0.1,0.05,0.42,1.7,28.32476887,8.559287181,103.4281213,9025
95,80,0.1,0.05,0.42,1.8,28.79285187,8.791006185,103.946557,9025
95,80,0.1,0.05,0.42,1.9,29.24055517,9.006857115,104.4675912,9025
95,80,0.1,0.05,0.42,2.0,29.66910012,9.208005654,104.9912372,9025
95,80,0.1,0.05,0.44,0.0,15.0,0.0,95.0,9025
95,80,0.1,0.05,0.44,0.3,18.5176517,2.567660126,96.43574114,9025
95,80,0.1,0.05,0.44,0.5,20.70545467,4.149366992,97.40493645,9025
95,80,0.1,0.05,0.44,0.6,21.66537455,4.814211548,97.89318073,9025
95,80,0.1,0.05,0.44,0.7,22.55442838,5.413419432,98.38387234,9025
95,80,0.1,0.05,0.44,0.8,23.38270262,5.957013609,98.87702355,9025
95,80,0.1,0.05,0.44,0.9,24.15808065,6.452814696,99.37264669,9025
95,80,0.1,0.05,0.44,1.0,24.88682507,6.907023185,99.87075416,9025
95,80,0.1,0.05,0.44,1.1,25.57399718,7.324638943,100.3713584,9025
95,80,0.1,0.05,0.44,1.2,26.22375392,7.70975817,100.8744719,9025
95,80,0.1,0.05,0.44,1.3,26.83955965,8.065785105,101.3801073,9025
95,80,0.1,0.05,0.44,1.4,27.42433927,8.395585214,101.8882772,9025
95,80,0.1,0.05,0.44,1.5,27.98059098,8.70159789,102.3989943,9025
95,80,0.1,0.05,0.44,1.6,28.51047057,8.985920785,102.9122714,9025
95,80,0.1,0.05,0.44,1.7,29.01585559,9.2503739,103.4281213,9025
95,80,0.1,0.05,0.44,1.8,29.49839471,9.496549026,103.946557,9025
95,80,0.1,0.05,0.44,1.9,29.95954646,9.725848398,104.4675912,9025
95,80,0.1,0.05,0.44,2.0,30.40060976,9.93951529,104.9912372,9025
95,80,0.1,0.05,0.46,0.0,15.0,0.0,95.0,9025
95,80,0.1,0.05,0.46,0.1,16.00458992,0.682391094,95.47618948,9025
95,80,0.1,0.05,0.46,0.6,22.09434957,5.243186567,97.89318073,9025
95,80,0.1,0.05,0.46,0.7,23.02089823,5.879889281,98.38387234,9025
95,80,0.1,0.05,0.46,1.0,25.44398207,7.464180185,99.87075416,9025
95,80,0.1,0.05,0.46,1.3,27.46528787,8.691513326,101.3801073,9025
95,80,0.1,0.05,0.46,1.4,28.06939012,9.040636056,101.8882772,9025
95,80,0.1,0.05,0.46,1.5,28.64350823,9.364515143,102.3989943,9025
95,80,0.1,0.05,0.46,1.6,29.18993835,9.665388561,102.9122714,9025
95,80,0.1,0.05,0.46,1.7,29.71067703,9.945195344,103.4281213,9025
95,80,0.1,0.05,0.46,1.8,30.20747509,10.2056294,103.946557,9025
95,80,0.1,0.05,0.46,1.9,30.68187951,10.44818145,104.4675912,9025
95,80,0.1,0.05,0.46,2.0,31.13526659,10.67417212,104.9912372,9025
95,80,0.1,0.05,0.48,0.2,17.66957814,2.030737799,95.95476587,9025
95,80,0.1,0.05,0.48,0.3,19.07883275,3.128841168,96.43574114,9025
95,80,0.1,0.05,0.48,0.4,20.34116681,4.085447978,96.9191273,9025
95,80,0.1,0.05,0.48,0.5,21.48378177,4.927694088,97.40493645,9025
95,80,0.1,0.05,0.48,0.6,22.5287627,5.677599704,97.89318073,9025
95,80,0.1,0.05,0.48,0.8,24.38730716,6.961618151,98.87702355,9025
95,80,0.1,0.05,0.48,1.3,28.09471429,9.320939745,101.3801073,9025
95,80,0.1,0.05,0.48,1.4,28.71792089,9.689166833,101.8882772,9025
95,80,0.1,0.05,0.48,1.5,29.30968997,10.03069688,102.3989943,9025
95,80,0.1,0.05,0.48,1.6,29.87245734,10.34790755,102.9122714,9025
95,80,0.1,0.05,0.48,1.7,30.40833811,10.64285642,103.4281213,9025
95,80,0.1,0.05,0.48,1.8,30.91918488,10.91733919,103.946557,9025
95,80,0.1,0.05,0.48,1.9,31.40663288,11.17293482,104.4675912,9025
95,80,0.1,0.05,0.48,2.0,31.87213557,11.4110411,104.9912372,9025
95,80,0.1,0.05,0.5,0.3,19.36852458,3.418533004,96.43574114,9025
95,80,0.1,0.05,0.5,0.5,21.88089089,5.324803209,97.40493645,9025
95,80,0.1,0.05,0.5,0.7,23.96858053,6.827571574,98.38387234,9025
95,80,0.1,0.05,0.5,0.8,24.89622491,7.470535898,98.87702355,9025
95,80,0.1,0.05,0.5,1.2,28.04913426,9.535138505,100.8744719,9025
95,80,0.1,0.05,0.5,1.3,28.72710409,9.953329545,101.3801073,9025
95,80,0.1,0.05,0.5,1.4,29.3691867,10.34043264,101.8882772,9025
95,80,0.1,0.05,0.5,1.5,29.97838057,10.69938749,102.3989943,9025
95,80,0.1,0.05,0.5,1.6,30.55726069,11.0327109,102.9122714,9025
95,80,0.1,0.05,0.5,1.7,31.10806034,11.34257865,103.4281213,9025
95,80,0.1,0.05,0.5,1.8,31.63273361,11.63088792,103.946557,9025
95,80,0.1,0.05,0.5,1.9,32.1330038,11.89930574,104.4675912,9025
95,80,0.1,0.05,0.5,2.0,32.61040143,12.14930696,104.9912372,9025
95,85,0.1,0.05,0.1,0.0,10.0,0.0,95.0,9025
95,85,0.1,0.05,0.1,0.3,11.11514591,0.017382003,96.43574114,9025
95,85,0.1,0.05,0.1,0.5,11.86304309,0.063102526,97.40493645,9025
95,85,0.1,0.05,0.1,0.7,12.59499346,0.115953604,98.38387234,9025
95,85,0.1,0.05,0.1,0.8,12.95157742,0.141470148,98.87702355,9025
95,85,0.1,0.05,0.1,1.0,13.64367419,0.188059394,99.87075416,9025
95,85,0.1,0.05,0.1,1.2,14.30714165,0.227748082,100.8744719,9025
95,85,0.1,0.05,0.1,1.3,14.62829141,0.244994013,101.3801073,9025
95,85,0.1,0.05,0.1,1.4,14.94255445,0.260591571,101.8882772,9025
95,85,0.1,0.05,0.1,1.5,15.25008054,0.274627335,102.3989943,9025
95,85,0.1,0.05,0.1,1.6,15.55102624,0.287195396,102.9122714,9025
95,85,0.1,0.05,0.1,1.7,15.84554959,0.298391983,103.4281213,9025
95,85,0.1,0.05,0.1,1.8,16.1338068,0.308312167,103.946557,9025
95,85,0.1,0.05,0.1,1.9,16.41595027,0.31704788,104.4675912,9025
95,85,0.1,0.05,0.1,2.0,16.69212748,0.324686782,104.9912372,9025
95,85,0.1,0.05,0.12,0.1,10.37298372,0.001034068,95.47618948,9025
95,85,0.1,0.05,0.12,0.3,11.15826087,0.060496957,96.43574114,9025
95,85,0.1,0.05,0.12,0.6,12.36605623,0.223715893,97.89318073,9025
95,85,0.1,0.05,0.12,0.7,12.75565779,0.276617941,98.38387234,9025
95,85,0.1,0.05,0.12,1.1,14.22315794,0.452970385,100.3713584,9025
95,85,0.1,0.05,0.12,1.2,14.56750983,0.488116257,100.8744719,9025
95,85,0.1,0.05,0.12,1.3,14.90331065,0.520013262,101.3801073,9025
95,85,0.1,0.05,0.12,1.4,15.23084067,0.548877792,101.8882772,9025
95,85,0.1,0.05,0.12,1.5,15.55037874,0.57492554,102.3989943,9025
95,85,0.1,0.05,0.12,1.6,15.86219548,0.598364635,102.9122714,9025
95,85,0.1,0.05,0.12,1.7,16.16654974,0.619392137,103.4281213,9025
95,85,0.1,0.05,0.12,1.8,16.46368712,0.638192486,103.946557,9025
95,85,0.1,0.05,0.12,1.9,16.75383947,0.654937078,104.4675912,9025
95,85,0.1,0.05,0.12,2.0,17.03722518,0.669784476,104.9912372,9025
95,85,0.1,0.05,0.14,0.2,10.79356414,0.055717163,95.95476587,9025
95,85,0.1,0.05,0.14,0.3,11.23802738,0.140263473,96.43574114,9025
95,85,0.1,0.05,0.14,0.5,12.13075921,0.330818653,97.40493645,9025
95,85,0.1,0.05,0.14,1.0,14.1769319,0.721317101,99.87075416,9025
95,85,0.1,0.05,0.14,1.2,14.9142639,0.83487033,100.8744719,9025
95,85,0.1,0.05,0.14,1.3,15.26725258,0.883955191,101.3801073,9025
95,85,0.1,0.05,0.14,1.4,15.61041648,0.928453598,101.8882772,9025
95,85,0.1,0.05,0.14,1.5,15.9441914,0.968738199,102.3989943,9025
95,85,0.1,0.05,0.14,1.6,16.26898262,1.00515177,102.9122714,9025
95,85,0.1,0.05,0.14,1.7,16.58516532,1.038007717,103.4281213,9025
95,85,0.1,0.05,0.14,1.8,16.89308634,1.067591711,103.946557,9025
95,85,0.1,0.05,0.14,1.9,17.19306621,1.094163817,104.4675912,9025
95,85,0.1,0.05,0.14,2.0,17.48540145,1.117960749,104.9912372,9025
95,85,0.1,0.05,0.16,0.0,10.0,0.0,95.0,9025
95,85,0.1,0.05,0.16,0.1,10.3886092,0.01665955,95.47618948,9025
95,85,0.1,0.05,0.16,0.2,10.85528222,0.117435247,95.95476587,9025
95,85,0.1,0.05,0.16,0.4,11.85593004,0.404158403,96.9191273,9025
95,85,0.1,0.05,0.16,0.8,13.71327905,0.903171772,98.87702355,9025
95,85,0.1,0.05,0.16,1.0,14.54860494,1.092990143,99.87075416,9025
95,85,0.1,0.05,0.16,1.1,14.94537766,1.175190105,100.3713584,9025
95,85,0.1,0.05,0.16,1.3,15.70109377,1.317796381,101.3801073,9025
95,85,0.1,0.05,0.16,1.4,16.0614368,1.379473914,101.8882772,9025
95,85,0.1,0.05,0.16,1.5,16.41093141,1.435478205,102.3989943,9025
95,85,0.1,0.05,0.16,1.6,16.7501267,1.48629585,102.9122714,9025
95,85,0.1,0.05,0.16,1.7,17.07952079,1.532363184,103.4281213,9025
95,85,0.1,0.05,0.16,1.8,17.39956653,1.574071904,103.946557,9025
95,85,0.1,0.05,0.16,1.9,17.71067667,1.61177428,104.4675912,9025
95,85,0.1,0.05,0.16,2.0,18.01322852,1.645787816,104.9912372,9025
95,85,0.1,0.05,0.18,0.0,10.0,0.0,95.0,9025
95,85,0.1,0.05,0.18,0.1,10.41043973,0.038490072,95.47618948,9025
95,85,0.1,0.05,0.18,0.3,11.50859919,0.410835279,96.43574114,9025
95,85,0.1,0.05,0.18,0.4,12.0643068,0.612535163,96.9191273,9025
95,85,0.1,0.05,0.18,0.5,12.60030792,0.800367358,97.40493645,9025
95,85,0.1,0.05,0.18,0.6,13.11449824,0.972157908,97.89318073,9025
95,85,0.1,0.05,0.18,0.7,13.60734715,1.128307301,98.38387234,9025
95,85,0.1,0.05,0.18,0.8,14.08009572,1.269988439,98.87702355,9025
95,85,0.1,0.05,0.18,0.9,14.53414933,1.398539304,99.37264669,9025
95,85,0.1,0.05,0.18,1.1,15.39149034,1.62130278,100.3713584,9025
95,85,0.1,0.05,0.18,1.3,16.18878889,1.805491501,101.3801073,9025
95,85,0.1,0.05,0.18,1.4,16.5673316,1.885368713,101.8882772,9025
95,85,0.1,0.05,0.18,1.5,16.93354334,1.958090132,102.3989943,9025
95,85,0.1,0.05,0.18,1.6,17.2881202,2.024289355,102.9122714,9025
95,85,0.1,0.05,0.18,1.7,17.6316853,2.084527688,103.4281213,9025
95,85,0.1,0.05,0.18,1.8,17.96479879,2.139304156,103.946557,9025
95,85,0.1,0.05,0.18,1.9,18.28796643,2.189064044,104.4675912,9025
95,85,0.1,0.05,0.18,2.0,18.60164683,2.234206128,104.9912372,9025
95,85,0.1,0.05,0.2,0.1,10.44511848,0.073168823,95.47618948,9025
95,85,0.1,0.05,0.2,0.6,13.44833171,1.30599138,97.89318073,9025
95,85,0.1,0.05,0.2,0.9,14.9687496,1.83313957,99.37264669,9025
95,85,0.1,0.05,0.2,1.3,16.71794083,2.334643436,101.3801073,9025
95,85,0.1,0.05,0.2,1.4,17.11536639,2.433403506,101.8882772,9025
95,85,0.1,0.05,0.2,1.5,17.49897376,2.52352055,102.3989943,9025
95,85,0.1,0.05,0.2,1.6,17.8696063,2.605775451,102.9122714,9025
95,85,0.1,0.05,0.2,1.7,18.228012,2.680854397,103.4281213,9025
95,85,0.1,0.05,0.2,1.8,18.57485808,2.749363447,103.946557,9025
95,85,0.1,0.05,0.2,1.9,18.91074289,2.811840505,104.4675912,9025
95,85,0.1,0.05,0.2,2.0,19.23620588,2.868765176,104.9912372,9025
95,85,0.1,0.05,0.22,0.3,11.90192299,0.804159076,96.43574114,9025
95,85,0.1,0.05,0.22,0.7,14.37948206,1.900442204,98.38387234,9025
95,85,0.1,0.05,0.22,0.8,14.91936771,2.109260433,98.87702355,9025
95,85,0.1,0.05,0.22,0.9,15.43368084,2.298070817,99.37264669,9025
95,85,0.1,0.05,0.22,1.3,17.27921536,2.895917964,101.3801073,9025
95,85,0.1,0.05,0.22,1.4,17.69598348,3.014020595,101.8882772,9025
95,85,0.1,0.05,0.22,1.5,18.09744966,3.121996454,102.3989943,9025
95,85,0.1,0.05,0.22,1.6,18.48460353,3.220772683,102.9122714,9025
95,85,0.1,0.05,0.22,1.7,18.85831696,3.311159349,103.4281213,9025
95,85,0.1,0.05,0.22,1.8,19.21936323,3.3938686,103.946557,9025
95,85,0.1,0.05,0.22,1.9,19.56843248,3.469530089,104.4675912,9025
95,85,0.1,0.05,0.22,2.0,19.90614417,3.538703465,104.9912372,9025
95,85,0.1,0.05,0.24,0.0,10.0,0.0,95.0,9025
95,85,0.1,0.05,0.24,0.3,12.13374507,1.035981164,96.43574114,9025
95,85,0.1,0.05,0.24,0.5,13.5534491,1.753508536,97.40493645,9025
95,85,0.1,0.05,0.24,0.8,15.37769164,2.567584367,98.87702355,9025
95,85,0.1,0.05,0.24,0.9,15.92260145,2.786991425,99.37264669,9025
95,85,0.1,0.05,0.24,1.0,16.44153602,2.985921224,99.87075416,9025
95,85,0.1,0.05,0.24,1.2,17.41110077,3.3317072,100.8744719,9025
95,85,0.1,0.05,0.24,1.3,17.86560126,3.482303871,101.3801073,9025
95,85,0.1,0.05,0.24,1.4,18.30201822,3.620055334,101.8882772,9025
95,85,0.1,0.05,0.24,1.5,18.72165614,3.746202933,102.3989943,9025
95,85,0.1,0.05,0.24,1.6,19.12564939,3.861818549,102.9122714,9025
95,85,0.1,0.05,0.24,1.7,19.5149924,3.967834797,103.4281213,9025
95,85,0.1,0.05,0.24,1.8,19.8905634,4.065068766,103.946557,9025
95,85,0.1,0.05,0.24,1.9,20.25314325,4.154240863,104.4675912,9025
95,85,0.1,0.05,0.24,2.0,20.60343062,4.235989919,104.9912372,9025
95,85,0.1,0.05,0.26,0.0,10.0,0.0,95.0,9025
95,85,0.1,0.05,0.26,0.1,10.63272739,0.260777738,95.47618948,9025
95,85,0.1,0.05,0.26,0.2,11.52726302,0.789416045,95.95476587,9025
95,85,0.1,0.05,0.26,0.3,12.38409488,1.286330965,96.43574114,9025
95,85,0.1,0.05,0.26,0.4,13.17810196,1.726330327,96.9191273,9025
95,85,0.1,0.05,0.26,0.7,15.24699305,2.767953197,98.38387234,9025
95,85,0.1,0.05,0.26,0.8,15.85503083,3.044923549,98.87702355,9025
95,85,0.1,0.05,0.26,0.9,16.43065959,3.295049568,99.37264669,9025
95,85,0.1,0.05,0.26,1.1,17.49837299,3.728185438,100.3713584,9025
95,85,0.1,0.05,0.26,1.3,18.4717931,4.088495709,101.3801073,9025
95,85,0.1,0.05,0.26,1.4,18.92805591,4.246093024,101.8882772,9025
95,85,0.1,0.05,0.26,1.5,19.36607002,4.390616819,102.3989943,9025
95,85,0.1,0.05,0.26,1.6,19.78711292,4.523282075,102.9122714,9025
95,85,0.1,0.05,0.26,1.7,20.1923002,4.645142588,103.4281213,9025
95,85,0.1,0.05,0.26,1.8,20.58261387,4.75711924,103.946557,9025
95,85,0.1,0.05,0.26,1.9,20.95892462,4.86002223,104.4675912,9025
95,85,0.1,0.05,0.26,2.0,21.32200946,4.954568757,104.9912372,9025
95,85,0.1,0.05,0.28,0.4,13.50435325,2.052581615,96.9191273,9025
95,85,0.1,0.05,0.28,0.7,15.70555032,3.226510467,98.38387234,9025
95,85,0.1,0.05,0.28,0.9,16.95411387,3.818503845,99.37264669,9025
95,85,0.1,0.05,0.28,1.0,17.52885302,4.073238226,99.87075416,9025
95,85,0.1,0.05,0.28,1.2,18.5961482,4.516754629,100.8744719,9025
95,85,0.1,0.05,0.28,1.3,19.09372953,4.710432142,101.3801073,9025
95,85,0.1,0.05,0.28,1.4,19.56995467,4.887991793,101.8882772,9025
95,85,0.1,0.05,0.28,1.5,20.02646857,5.051015363,102.3989943,9025
95,85,0.1,0.05,0.28,1.6,20.46469021,5.200859362,102.9122714,9025
95,85,0.1,0.05,0.28,1.7,20.8858551,5.338697494,103.4281213,9025
95,85,0.1,0.05,0.28,1.8,21.29104801,5.465553383,103.946557,9025
95,85,0.1,0.05,0.28,1.9,21.68122854,5.582326153,104.4675912,9025
95,85,0.1,0.05,0.28,2.0,22.05725135,5.689810652,104.9912372,9025
95,85,0.1,0.05,0.3,0.0,10.0,0.0,95.0,9025
95,85,0.1,0.05,0.3,0.1,10.82235367,0.450404018,95.47618948,9025
95,85,0.1,0.05,0.3,0.2,11.92122672,1.183379748,95.95476587,9025
95,85,0.1,0.05,0.3,0.6,15.45527179,3.312931454,97.89318073,9025
95,85,0.1,0.05,0.3,0.8,16.85291609,4.042808814,98.87702355,9025
95,85,0.1,0.05,0.3,1.0,18.09272837,4.637113576,99.87075416,9025
95,85,0.1,0.05,0.3,1.1,18.66470531,4.894517758,100.3713584,9025
95,85,0.1,0.05,0.3,1.2,19.20903786,5.129644292,100.8744719,9025
95,85,0.1,0.05,0.3,1.3,19.72826044,5.344963049,101.3801073,9025
95,85,0.1,0.05,0.3,1.4,20.22450307,5.542540188,101.8882772,9025
95,85,0.1,0.05,0.3,1.5,20.69957816,5.724124955,102.3989943,9025
95,85,0.1,0.05,0.3,1.6,21.15504482,5.891213972,102.9122714,9025
95,85,0.1,0.05,0.3,1.7,21.59225732,6.04509971,103.4281213,9025
95,85,0.1,0.05,0.3,1.8,22.01240225,6.186907621,103.946557,9025
95,85,0.1,0.05,0.3,1.9,22.4165274,6.317625007,104.4675912,9025
95,85,0.1,0.05,0.3,2.0,22.80556445,6.438123752,104.9912372,9025
95,85,0.1,0.05,0.32,0.0,10.0,0.0,95.0,9025
95,85,0.1,0.05,0.32,0.3,13.21920872,2.121444809,96.43574114,9025
95,85,0.1,0.05,0.32,1.0,18.66675044,5.211135641,99.87075416,9025
95,85,0.1,0.05,0.32,1.1,19.26425315,5.494065592,100.3713584,9025
95,85,0.1,0.05,0.32,1.2,19.83204515,5.752651585,100.8744719,9025
95,85,0.1,0.05,0.32,1.3,20.37290915,5.989611758,101.3801073,9025
95,85,0.1,0.05,0.32,1.4,20.8891763,6.207213416,101.8882772,9025
95,85,0.1,0.05,0.32,1.5,21.38282488,6.407371679,102.3989943,9025
95,85,0.1,0.05,0.32,1.6,21.85555289,6.591722043,102.9122714,9025
95,85,0.1,0.05,0.32,1.7,22.30883238,6.761674769,103.4281213,9025
95,85,0.1,0.05,0.32,1.8,22.74395099,6.918456357,103.946557,9025
95,85,0.1,0.05,0.32,1.9,23.16204405,7.063141662,104.4675912,9025
95,85,0.1,0.05,0.32,2.0,23.56411981,7.196679104,104.9912372,9025
95,85,0.1,0.05,0.34,0.1,11.05443636,0.682486702,95.47618948,9025
95,85,0.1,0.05,0.34,0.3,13.51880965,2.421045744,96.43574114,9025
95,85,0.1,0.05,0.34,1.0,19.24905385,5.793439058,99.87075416,9025
95,85,0.1,0.05,0.34,1.1,19.87202764,6.101840088,100.3713584,9025
95,85,0.1,0.05,0.34,1.3,21.02570227,6.64240488,101.3801073,9025
95,85,0.1,0.05,0.34,1.4,21.56196216,6.879999277,101.8882772,9025
95,85,0.1,0.05,0.34,1.5,22.07415671,7.098703508,102.3989943,9025
95,85,0.1,0.05,0.34,1.6,22.56412173,7.300290881,102.9122714,9025
95,85,0.1,0.05,0.34,1.7,23.03344623,7.486288626,103.4281213,9025
95,85,0.1,0.05,0.34,1.8,23.48351828,7.658023648,103.946557,9025
95,85,0.1,0.05,0.34,1.9,23.91556024,7.816657849,104.4675912,9025
95,85,0.1,0.05,0.34,2.0,24.33065648,7.963215782,104.9912372,9025
95,85,0.1,0.05,0.36,0.0,10.0,0.0,95.0,9025
95,85,0.1,0.05,0.36,0.1,11.18385919,0.811909534,95.47618948,9025
95,85,0.1,0.05,0.36,0.2,12.59417951,1.856332531,95.95476587,9025
95,85,0.1,0.05,0.36,0.5,15.90649887,4.106558309,97.40493645,9025
95,85,0.1,0.05,0.36,0.6,16.80991193,4.667571597,97.89318073,9025
95,85,0.1,0.05,0.36,0.7,17.64509224,5.166052392,98.38387234,9025
95,85,0.1,0.05,0.36,1.0,19.83813398,6.382519182,99.87075416,9025
95,85,0.1,0.05,0.36,1.2,21.10104329,7.021649721,100.8744719,9025
95,85,0.1,0.05,0.36,1.3,21.68504699,7.301749599,101.3801073,9025
95,85,0.1,0.05,0.36,1.4,22.24123575,7.559272872,101.8882772,9025
95,85,0.1,0.05,0.36,1.5,22.77191569,7.796462488,102.3989943,9025
95,85,0.1,0.05,0.36,1.6,23.27905953,8.015228684,102.9122714,9025
95,85,0.1,0.05,0.36,1.7,23.76437259,8.21721498,103.4281213,9025
95,85,0.1,0.05,0.36,1.8,24.2293428,8.403848169,103.946557,9025
95,85,0.1,0.05,0.36,1.9,24.67527919,8.5763768,104.4675912,9025
95,85,0.1,0.05,0.36,2.0,25.10334195,8.735901249,104.9912372,9025
